Ko	gene	name	EC
K09366	POU4F, BRN3	POU domain transcription factor, class 4
K09368	POU6F	POU domain transcription factor, class 6
K09371	LMX1	LIM homeobox transcription factor 1
K09372	LHX1	LIM homeobox protein 1
K09373	LHX2_9	LIM homeobox protein 2/9
K09374	LHX3_4	LIM homeobox protein 3/4
K09377	CSRP	cysteine and glycine-rich protein
K09378	ATBF1	AT-binding transcription factor 1
K09380	ZFHX4	zinc finger homeobox protein 4
K09381	PAX3_7	paired box protein 3/7
K09382	PAX1_9	paired box protein 1/9
K09383	PAX5	paired box protein 5
K09384	K09384	uncharacterized protein
K09386	K09386	uncharacterized protein
K09391	E2F7_8	transcription factor E2F7/8
K09396	FOXC	forkhead box protein C
K09397	FOXD	forkhead box protein D
K09401	FOXI	forkhead box protein I
K09402	FOXJ1	forkhead box protein J1
K09403	FOXJ2_3	forkhead box protein J2/3
K09404	FOXK	forkhead box protein K
K09405	FOXL	forkhead box protein L
K09407	FOXN	forkhead box protein N
K09408	FOXO3	forkhead box protein O3
K09409	FOXP	forkhead box protein P
K09411	FOXX	forkhead box protein, other
K09414	HSF1	heat shock transcription factor 1
K09415	HSF2	heat shock transcription factor 2
K09417	HSF4	heat shock transcription factor 4
K09419	HSFF	heat shock transcription factor, other eukaryote
K09420	MYB	myb proto-oncogene protein
K09421	MYBL	myb-related protein
K09422	MYBP	myb proto-oncogene protein, plant
K09428	ELF1_2_4	E74-like factor 1/2/4
K09436	FLI1	friend leukemia integration 1 transcription factor
K09437	FEV	ETS oncogene family protein FEV
K09441	GABPA	GA-binding protein transcription factor, alpha
K09442	SPDEF	SAM pointed domain-containing ETS transcription factor
K09448	TEAD	transcriptional enhancer factor
K09452	ARX	homeobox protein aristaless-related
K09453	SNAPC4	snRNA-activating protein complex subunit 4
K09454	GABPB	GA-binding protein transcription factor, beta
K09456	aidB	putative acyl-CoA dehydrogenase
K09457	queF	7-cyano-7-deazaguanine reductase	[EC:1.7.1.13]
K09458	fabF	3-oxoacyl-[acyl-carrier-protein] synthase II	[EC:2.3.1.179]
K09459	E4.1.1.82	phosphonopyruvate decarboxylase	[EC:4.1.1.82]
K09461	E1.14.13.40	anthraniloyl-CoA monooxygenase	[EC:1.14.13.40]
K09463	KLK13	kallikrein 13	[EC:3.4.21.119]
K09471	puuB, ordL	gamma-glutamylputrescine oxidase	[EC:1.4.3.-]
K09472	puuC, aldH	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase	[EC:1.2.1.-]
K09474	phoN	acid phosphatase (class A)	[EC:3.1.3.2]
K09478	ACADSB	short/branched chain acyl-CoA dehydrogenase	[EC:1.3.99.12]
K09479	ACADVL	very long chain acyl-CoA dehydrogenase	[EC:1.3.8.9]
K09480	E2.4.1.241	digalactosyldiacylglycerol synthase	[EC:2.4.1.241]
K09482	gatD	glutamyl-tRNA(Gln) amidotransferase subunit D	[EC:6.3.5.7]
K09485	HSP110	heat shock protein 110kDa
K09486	HYOU1	hypoxia up-regulated 1
K09487	HSP90B, TRA1	heat shock protein 90kDa beta
K09488	TRAP1, HSP75	TNF receptor-associated protein 1
K09489	HSPA4	heat shock 70kDa protein 4
K09490	HSPA5, BIP	heat shock 70kDa protein 5
K09493	CCT1, TCP1	T-complex protein 1 subunit alpha
K09494	CCT2	T-complex protein 1 subunit beta
K09495	CCT3, TRIC5	T-complex protein 1 subunit gamma
K09496	CCT4	T-complex protein 1 subunit delta
K09497	CCT5	T-complex protein 1 subunit epsilon
K09498	CCT6	T-complex protein 1 subunit zeta
K09499	CCT7	T-complex protein 1 subunit eta
K09500	CCT8	T-complex protein 1 subunit theta
K09502	DNAJA1	DnaJ homolog subfamily A member 1
K09503	DNAJA2	DnaJ homolog subfamily A member 2
K09504	DNAJA3	DnaJ homolog subfamily A member 3
K09505	DNAJA4	DnaJ homolog subfamily A member 4
K09506	DNAJA5	DnaJ homolog subfamily A member 5
K09508	DNAJB2	DnaJ homolog subfamily B member 2
K09510	DNAJB4	DnaJ homolog subfamily B member 4
K09511	DNAJB5	DnaJ homolog subfamily B member 5
K09512	DNAJB6	DnaJ homolog subfamily B member 6
K09516	RETSAT	all-trans-retinol 13,14-reductase	[EC:1.3.99.23]
K09517	DNAJB11	DnaJ homolog subfamily B member 11
K09518	DNAJB12	DnaJ homolog subfamily B member 12
K09520	DNAJB14	DnaJ homolog subfamily B member 14
K09521	DNAJC1	DnaJ homolog subfamily C member 1
K09522	DNAJC2	DnaJ homolog subfamily C member 2
K09523	DNAJC3	DnaJ homolog subfamily C member 3
K09525	DNAJC5	DnaJ homolog subfamily C member 5
K09527	DNAJC7	DnaJ homolog subfamily C member 7
K09528	DNAJC8	DnaJ homolog subfamily C member 8
K09529	DNAJC9	DnaJ homolog subfamily C member 9
K09530	DNAJC10	DnaJ homolog subfamily C member 10
K09531	DNAJC11	DnaJ homolog subfamily C member 11
K09532	DNAJC12	DnaJ homolog subfamily C member 12
K09533	DNAJC13	DnaJ homolog subfamily C member 13
K09536	DNAJC16	DnaJ homolog subfamily C member 16
K09537	DNAJC17	DnaJ homolog subfamily C member 17
K09538	DNAJC18	DnaJ homolog subfamily C member 18
K09539	DNAJC19	DnaJ homolog subfamily C member 19
K09540	SEC63, DNAJC23	translocation protein SEC63
K09542	CRYAB	crystallin, alpha B
K09548	PFDN1	prefoldin subunit 1
K09549	PFDN2	prefoldin subunit 2
K09550	PFDN4	prefoldin subunit 4
K09552	SPG7	spastic paraplegia 7	[EC:3.4.24.-]
K09553	STIP1	stress-induced-phosphoprotein 1
K09554	CDC37	cell division cycle protein 37
K09560	ST13	suppressor of tumorigenicity protein 13
K09562	HSPBP1	hsp70-interacting protein
K09564	PPIE	peptidyl-prolyl isomerase E (cyclophilin E)	[EC:5.2.1.8]
K09565	PPIF	peptidyl-prolyl isomerase F (cyclophilin D)	[EC:5.2.1.8]
K09566	PPIG	peptidyl-prolyl isomerase G (cyclophilin G)	[EC:5.2.1.8]
K09567	PPIH, CYPH	peptidyl-prolyl isomerase H (cyclophilin H)	[EC:5.2.1.8]
K09568	FKBP1	FK506-binding protein 1	[EC:5.2.1.8]
K09569	FKBP2	FK506-binding protein 2	[EC:5.2.1.8]
K09571	FKBP4_5	FK506-binding protein 4/5	[EC:5.2.1.8]
K09573	FKBP7	FK506-binding protein 7	[EC:5.2.1.8]
K09574	FKBP8	FK506-binding protein 8	[EC:5.2.1.8]
K09575	FKBP9_10	FK506-binding protein 9/10	[EC:5.2.1.8]
K09576	FKBP11	FK506-binding protein 11	[EC:5.2.1.8]
K09577	FKBP14	FK506-binding protein 14	[EC:5.2.1.8]
K09578	PIN1	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	[EC:5.2.1.8]
K09579	PIN4	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	[EC:5.2.1.8]
K09580	PDIA1, P4HB	protein disulfide-isomerase A1	[EC:5.3.4.1]
K09582	PDIA4, ERP72	protein disulfide-isomerase A4	[EC:5.3.4.1]
K09583	PDIA5	protein disulfide isomerase family A, member 5	[EC:5.3.4.1]
K09584	PDIA6, TXNDC7	protein disulfide-isomerase A6	[EC:5.3.4.1]
K09586	ERP29	endoplasmic reticulum protein 29
K09595	HM13	minor histocompatibility antigen H13	[EC:3.4.23.-]
K09596	SPPL2A	signal peptide peptidase-like 2A	[EC:3.4.23.-]
K09597	SPPL2B	signal peptide peptidase-like 2B	[EC:3.4.23.-]
K09598	SPPL3	signal peptide peptidase-like 3	[EC:3.4.23.-]
K09602	OTUB1	ubiquitin thioesterase protein OTUB1	[EC:3.4.19.12]
K09604	ARTS1	adipocyte-derived leucine aminopeptidase	[EC:3.4.11.-]
K09605	RNPEPL1	arginyl aminopeptidase-like 1	[EC:3.4.11.-]
K09606	C9ORF3	aminopeptidase O	[EC:3.4.11.-]
K09608	TLL1	tolloid-like protein 1	[EC:3.4.24.-]
K09609	ADAMTS20	a disintegrin and metalloproteinase with thrombospondin motifs 20	[EC:3.4.24.-]
K09610	ECEL1	endothelin-converting enzyme-like 1	[EC:3.4.24.-]
K09611	NPEPL1	probable aminopeptidase NPEPL1	[EC:3.4.11.-]
K09612	iap	alkaline phosphatase isozyme conversion protein	[EC:3.4.11.-]
K09613	COPS5, CSN5	COP9 signalosome complex subunit 5	[EC:3.4.-.-]
K09614	CORIN	corin	[EC:3.4.21.-]
K09624	PRSS12	neurotrypsin	[EC:3.4.21.-]
K09627	PRSS23	serine protease 23	[EC:3.4.21.-]
K09632	CTRL	chymotrypsin-like protease	[EC:3.4.21.-]
K09633	TMPRSS2	transmembrane protease serine 2	[EC:3.4.21.-]
K09637	TMPRSS6	transmembrane protease serine 6	[EC:3.4.21.-]
K09638	TMPRSS7	transmembrane protease serine 7	[EC:3.4.21.-]
K09642	TMPRSS11E	transmembrane protease serine 11E	[EC:3.4.21.-]
K09645	CPVL	vitellogenic carboxypeptidase-like protein	[EC:3.4.16.-]
K09646	SCPEP1	serine carboxypeptidase 1	[EC:3.4.16.-]
K09647	IMP1	mitochondrial inner membrane protease subunit 1	[EC:3.4.21.-]
K09648	IMP2	mitochondrial inner membrane protease subunit 2	[EC:3.4.21.-]
K09651	RHBDD1	rhomboid domain-containing protein 1	[EC:3.4.21.-]
K09654	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	[EC:2.4.1.-]
K09659	DPM3	dolichyl-phosphate mannosyltransferase polypeptide 3
K09661	MGAT5B	mannosyl alpha-1,6-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	[EC:2.4.1.-]
K09663	GCNT4	beta-1,6-N-acetylglucosaminyltransferase 4	[EC:2.4.1.-]
K09666	POMGNT1	beta-1,2-N-acetylglucosaminyltransferase	[EC:2.4.1.-]
K09667	OGT	protein O-GlcNAc transferase	[EC:2.4.1.255]
K09668	LARGE	glycosyltransferase-like protein LARGE
K09669	FUT10	alpha-1,3-fucosyltransferase 10	[EC:2.4.1.-]
K09671	CHST6	carbohydrate 6-sulfotransferase 6	[EC:2.8.2.-]
K09672	CHST8	carbohydrate 4-sulfotransferase 8	[EC:2.8.2.-]
K09673	CHST9	carbohydrate 4-sulfotransferase 9	[EC:2.8.2.-]
K09674	CHST10	carbohydrate 3-sulfotransferase 10	[EC:2.8.2.-]
K09680	coaW	type II pantothenate kinase	[EC:2.7.1.33]
K09684	pucR	purine catabolism regulatory protein
K09688	ABC-2.CPSE.P	capsular polysaccharide transport system permease protein
K09689	ABC-2.CPSE.A	capsular polysaccharide transport system ATP-binding protein	[EC:3.6.3.38]
K09690	ABC-2.LPSE.P	lipopolysaccharide transport system permease protein
K09691	ABC-2.LPSE.A	lipopolysaccharide transport system ATP-binding protein
K09692	tagG	teichoic acid transport system permease protein
K09693	tagH	teichoic acid transport system ATP-binding protein	[EC:3.6.3.40]
K09694	nodJ	lipooligosaccharide transport system permease protein
K09695	nodI	lipooligosaccharide transport system ATP-binding protein
K09696	natB	sodium transport system permease protein
K09697	natA	sodium transport system ATP-binding protein	[EC:3.6.3.7]
K09698	gltX	nondiscriminating glutamyl-tRNA synthetase	[EC:6.1.1.24]
K09699	DBT, bkdB	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase)	[EC:2.3.1.168]
K09700	K09700	uncharacterized protein
K09701	K09701	uncharacterized protein
K09702	K09702	uncharacterized protein
K09703	K09703	uncharacterized protein
K09704	K09704	uncharacterized protein
K09705	K09705	uncharacterized protein
K09706	K09706	uncharacterized protein
K09707	K09707	uncharacterized protein
K09709	meh	3-methylfumaryl-CoA hydratase	[EC:4.2.1.153]
K09710	ybeB	ribosome-associated protein
K09711	K09711	uncharacterized protein
K09712	K09712	uncharacterized protein
K09713	K09713	uncharacterized protein
K09714	K09714	uncharacterized protein
K09717	K09717	uncharacterized protein
K09720	K09720	uncharacterized protein
K09721	K09721	uncharacterized protein
K09722	K09722, pps	4-phosphopantoate---beta-alanine ligase	[EC:6.3.2.36]
K09726	K09726	uncharacterized protein
K09727	K09727	uncharacterized protein
K09728	K09728	uncharacterized protein
K09729	K09729	uncharacterized protein
K09730	K09730	uncharacterized protein
K09731	K09731	uncharacterized protein
K09732	K09732	uncharacterized protein
K09733	mfnB	(5-formylfuran-3-yl)methyl phosphate synthase	[EC:4.2.3.153]
K09735	K09735	uncharacterized protein
K09736	K09736	uncharacterized protein
K09738	K09738	uncharacterized protein
K09739	mptD	dihydroneopterin aldolase	[EC:4.1.2.25]
K09740	K09740	uncharacterized protein
K09741	pcc1	KEOPS complex subunit Pcc1
K09743	K09743	uncharacterized protein
K09744	K09744	uncharacterized protein
K09746	K09746	uncharacterized protein
K09747	K09747	uncharacterized protein
K09748	rimP	ribosome maturation factor RimP
K09749	K09749	uncharacterized protein
K09758	asdA	aspartate 4-decarboxylase	[EC:4.1.1.12]
K09759	aspC	nondiscriminating aspartyl-tRNA synthetase	[EC:6.1.1.23]
K09760	rmuC	DNA recombination protein RmuC
K09761	rsmE	16S rRNA (uracil1498-N3)-methyltransferase	[EC:2.1.1.193]
K09762	K09762	uncharacterized protein
K09763	K09763	uncharacterized protein
K09764	K09764	uncharacterized protein
K09765	K09765	uncharacterized protein
K09766	K09766	uncharacterized protein
K09767	yajQ	cyclic-di-GMP-binding protein
K09768	K09768	uncharacterized protein
K09769	K09769	uncharacterized protein
K09771	TC.SMR3	small multidrug resistance family-3 protein
K09772	sepF	cell division inhibitor SepF
K09773	ppsR	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase	[EC:2.7.4.28 2.7.11.33]
K09774	lptA	lipopolysaccharide export system protein LptA
K09775	K09775	uncharacterized protein
K09776	K09776	uncharacterized protein
K09777	K09777	uncharacterized protein
K09778	K09778	uncharacterized protein
K09780	K09780	uncharacterized protein
K09781	K09781	uncharacterized protein
K09786	K09786	uncharacterized protein
K09787	K09787	uncharacterized protein
K09788	prpF	2-methylaconitate isomerase	[EC:5.2.1.-]
K09790	K09790	uncharacterized protein
K09791	K09791	uncharacterized protein
K09792	K09792	uncharacterized protein
K09793	K09793	uncharacterized protein
K09794	K09794	uncharacterized protein
K09795	K09795	uncharacterized protein
K09796	pccA	periplasmic copper chaperone A
K09797	K09797	uncharacterized protein
K09798	K09798	uncharacterized protein
K09799	K09799	uncharacterized protein
K09800	tamB	translocation and assembly module TamB
K09801	K09801	uncharacterized protein
K09803	K09803	uncharacterized protein
K09805	K09805	uncharacterized protein
K09806	K09806	uncharacterized protein
K09807	K09807	uncharacterized protein
K09808	lolC_E	lipoprotein-releasing system permease protein
K09810	lolD	lipoprotein-releasing system ATP-binding protein	[EC:3.6.3.-]
K09811	ftsX	cell division transport system permease protein
K09812	ftsE	cell division transport system ATP-binding protein
K09815	znuA	zinc transport system substrate-binding protein
K09816	znuB	zinc transport system permease protein
K09817	znuC	zinc transport system ATP-binding protein	[EC:3.6.3.-]
K09819	ABC.MN.P	manganese/iron transport system permease protein
K09822	K09822	uncharacterized protein
K09823	zur	Fur family transcriptional regulator, zinc uptake regulator
K09825	perR	Fur family transcriptional regulator, peroxide stress response regulator
K09826	irr	Fur family transcriptional regulator, iron response regulator
K09828	DHCR24, DWF1	Delta24-sterol reductase	[EC:1.3.1.72 1.3.1.-]
K09832	CYP710A	sterol 22-desaturase	[EC:1.14.19.41]
K09833	HPT, HGGT, ubiA	homogentisate phytyltransferase / homogentisate geranylgeranyltransferase	[EC:2.5.1.115 2.5.1.116]
K09834	VTE1, SXD1	tocopherol cyclase	[EC:5.5.1.24]
K09835	crtISO, crtH	prolycopene isomerase	[EC:5.2.1.13]
K09836	crtW	beta-carotene ketolase (CrtW type)
K09838	ZEP, ABA1	zeaxanthin epoxidase	[EC:1.14.13.90]
K09839	VDE, NPQ1	violaxanthin de-epoxidase	[EC:1.23.5.1]
K09844	crtC	carotenoid 1,2-hydratase	[EC:4.2.1.131]
K09845	crtD	1-hydroxycarotenoid 3,4-desaturase	[EC:1.3.99.27]
K09846	crtF	demethylspheroidene O-methyltransferase	[EC:2.1.1.210]
K09851	RASSF2_4	Ras association domain-containing protein 2/4
K09856	RASSF9_10	Ras association domain-containing protein 9/10
K09857	K09857	uncharacterized protein
K09858	K09858	SEC-C motif domain protein
K09859	K09859	uncharacterized protein
K09861	K09861	uncharacterized protein
K09862	K09862	uncharacterized protein
K09864	AQP1	aquaporin-1
K09872	PIP	aquaporin PIP
K09873	TIP	aquaporin TIP
K09874	NIP	aquaporin NIP
K09875	SIP	aquaporin SIP
K09876	AQP3	aquaporin-3
K09877	AQP9	aquaporin-9
K09879	crtU	isorenieratene synthase
K09880	mtnC, ENOPH1	enolase-phosphatase E1	[EC:3.1.3.77]
K09882	cobS	cobaltochelatase CobS	[EC:6.6.1.2]
K09883	cobT	cobaltochelatase CobT	[EC:6.6.1.2]
K09888	zapA	cell division protein ZapA
K09889	yjgA	ribosome-associated protein
K09892	zapB	cell division protein ZapB
K09893	rraB	regulator of ribonuclease activity B
K09895	K09895	uncharacterized protein
K09902	K09902	uncharacterized protein
K09903	pyrH	uridylate kinase	[EC:2.7.4.22]
K09906	epmC	elongation factor P hydroxylase	[EC:1.14.-.-]
K09912	K09912	uncharacterized protein
K09913	K09913	uncharacterized protein
K09914	K09914	putative lipoprotein
K09915	K09915	uncharacterized protein
K09919	K09919	uncharacterized protein
K09920	K09920	uncharacterized protein
K09921	K09921	uncharacterized protein
K09922	K09922	uncharacterized protein
K09924	K09924	uncharacterized protein
K09926	K09926	uncharacterized protein
K09927	K09927	uncharacterized protein
K09928	K09928	uncharacterized protein
K09929	K09929	uncharacterized protein
K09930	K09930	uncharacterized protein
K09931	K09931	uncharacterized protein
K09932	K09932	uncharacterized protein
K09933	mtfA	MtfA peptidase
K09935	K09935	uncharacterized protein
K09936	TC.BAT2	bacterial/archaeal transporter family-2 protein
K09937	K09937	uncharacterized protein
K09938	K09938	uncharacterized protein
K09939	K09939	uncharacterized protein
K09940	K09940	uncharacterized protein
K09941	K09941	uncharacterized protein
K09942	K09942	uncharacterized protein
K09945	K09945	uncharacterized protein
K09946	K09946	uncharacterized protein
K09947	K09947	uncharacterized protein
K09948	K09948	uncharacterized protein
K09949	K09949	uncharacterized protein
K09950	K09950	uncharacterized protein
K09951	cas2	CRISPR-associated protein Cas2
K09952	csn1, cas9	CRISPR-associated endonuclease Csn1	[EC:3.1.-.-]
K09954	K09954	uncharacterized protein
K09955	K09955	uncharacterized protein
K09956	K09956	uncharacterized protein
K09957	K09957	uncharacterized protein
K09958	K09958	uncharacterized protein
K09959	K09959	uncharacterized protein
K09960	K09960	uncharacterized protein
K09961	K09961	uncharacterized protein
K09962	K09962	uncharacterized protein
K09964	K09964	uncharacterized protein
K09965	K09965	uncharacterized protein
K09966	K09966	uncharacterized protein
K09967	K09967	uncharacterized protein
K09968	K09968	uncharacterized protein
K09969	aapJ, bztA	general L-amino acid transport system substrate-binding protein
K09970	aapQ, bztB	general L-amino acid transport system permease protein
K09971	aapM, bztC	general L-amino acid transport system permease protein
K09972	aapP, bztD	general L-amino acid transport system ATP-binding protein	[EC:3.6.3.-]
K09973	K09973	uncharacterized protein
K09974	K09974	uncharacterized protein
K09975	K09975	uncharacterized protein
K09977	K09977	uncharacterized protein
K09978	K09978	uncharacterized protein
K09980	K09980	uncharacterized protein
K09981	K09981	uncharacterized protein
K09982	K09982	uncharacterized protein
K09983	K09983	uncharacterized protein
K09984	K09984	uncharacterized protein
K09985	K09985	uncharacterized protein
K09986	K09986	uncharacterized protein
K09987	K09987	uncharacterized protein
K09988	K09988	uncharacterized protein
K09989	K09989	uncharacterized protein
K09990	K09990	uncharacterized protein
K09991	K09991	uncharacterized protein
K09992	K09992	uncharacterized protein
K09997	artI	arginine transport system substrate-binding protein
K10001	gltI, aatJ	glutamate/aspartate transport system substrate-binding protein
K10002	gltK, aatM	glutamate/aspartate transport system permease protein
K10003	gltJ, aatQ	glutamate/aspartate transport system permease protein
K10004	gltL, aatP	glutamate/aspartate transport system ATP-binding protein	[EC:3.6.3.-]
K10005	gluB	glutamate transport system substrate-binding protein
K10006	gluC	glutamate transport system permease protein
K10007	gluD	glutamate transport system permease protein
K10008	gluA	glutamate transport system ATP-binding protein	[EC:3.6.3.-]
K10009	ABC.CYST.P	cystine transport system permease protein
K10011	arnA, pmrI	UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating)	[EC:2.1.2.13 1.1.1.305]
K10012	arnC, pmrF	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	[EC:2.4.2.53]
K10016	hisQ	histidine transport system permease protein
K10017	hisP	histidine transport system ATP-binding protein	[EC:3.6.3.21]
K10022	aotJ	arginine/ornithine transport system substrate-binding protein
K10023	aotM	arginine/ornithine transport system permease protein
K10026	queE	7-carboxy-7-deazaguanine synthase	[EC:4.3.99.3]
K10027	crtI	phytoene desaturase	[EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
K10046	GME	GDP-D-mannose 3', 5'-epimerase	[EC:5.1.3.18 5.1.3.-]
K10049	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma
K10052	CEBPN	CCAAT/enhancer binding protein (C/EBP), invertebrate
K10053	RUNX1T1, CBFA2T1	runt-related transcription factor 1	translocated to, 1
K10056	JUP	junction plakoglobin
K10069	CLEC1A	C-type lectin domain family 1 member A
K10078	CHODL	chondrolectin
K10080	LMAN1, ERGIC53	lectin, mannose-binding 1
K10082	LMAN2, VIP36	lectin, mannose-binding 2
K10084	EDEM1	ER degradation enhancer, mannosidase alpha-like 1
K10085	EDEM2	ER degradation enhancer, mannosidase alpha-like 2
K10086	EDEM3	ER degradation enhancer, mannosidase alpha-like 3
K10088	OS9	protein OS-9
K10104	FCN	ficolin
K10105	LIPT1	lipoyltransferase 1
K10107	ABC-2.CPSE.P1	capsular polysaccharide transport system permease protein
K10108	malE	maltose/maltodextrin transport system substrate-binding protein
